Tên nhóm hàng,Tên NPP,KM GPS có hàng,Thời gian vận chuyển (giờ)
"Sugarcane Drinking Water, Juice, RE Sugar, Organic Sugar, Mineral water, Functional Sugar, Drinking Water, Brown Sugar, RS Sugar","CN CÔNG TY TNHH DU LỊCH TTC - TTC RESORT PREMIUM - DỐC LẾT, CÔNG TY TNHH DỊCH VỤ EB",461.7321428,33.833333333333336
RE Sugar,CHI NHÁNH TÂY NINH CÔNG TY TRÁCH NHIỆM HỮU HẠN PALDO VINA,94.564441,16.45
RS Sugar,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHIỆP MASAN,394.5502396,56.81666666666667
RE Sugar,CÔNG TY TNHH MTV MASAN HG,205.1141103,35.63333333333333
RE Sugar (IM),CÔNG TY TNHH S.T.FOOD MARKETING,42.96260301,16.35
RE Sugar,CÔNG TY TNHH URC VIỆT NAM,95.15476837,36.81666666666667
"Brown Sugar, Juice, Functional Sugar, RS Sugar, RE Sugar, Diet Sugar",CÔNG TY TNHH KINH DOANH & TM AN SƠN,54.13646449,16.0
RE Sugar,CÔNG TY TNHH FRIESLANDCAMPINA VIỆT NAM,481.6298871,37.1
RE Sugar,CÔNG TY TNHH NESTLE VIỆT NAM,421.3025912,33.96666666666667
RS Sugar,CÔNG TY TNHH URC VIỆT NAM,40.15295282,37.78333333333333
RE Sugar,CÔNG TY CỔ PHẦN THIÊN ĐƯỜNG ẨM THỰC VIỆT NAM,24.65728325,3.55
"Invert Syrup, Monorock, Coconut Cooking Cream, Natural Rock, Caramelized, RE Sugar, Functional Sugar, Brown Sugar, Juice, Organic Sugar",CÔNG TY CỔ PHẦN KING FOOD MARKET,10.29884942,5.15
"RS Sugar, Natural Rock",CÔNG TY TNHH MM MEGA MARKET (VIỆT NAM),43.47827738,24.0
RE Sugar,CÔNG TY AJINOMOTO VIỆT NAM,133.4772291,26.583333333333332
RE Sugar,CÔNG TY TNHH DELI-FOOD CONSUMER,42.16812579,8.166666666666666
RE Sugar,CÔNG TY TNHH NESTLÉ VIỆT NAM,102.5958528,21.05
"Organic Sugar, RE Sugar, Monorock, Brown Sugar, Coconut Cooking Cream, RS Sugar","CÔNG TY TNHH MỘT THÀNH VIÊN SẢN XUẤT VÀ PHÂN PHỐI HẢI VÂN, TRẦN LÊ BÍCH THÙY, CÔNG TY TNHH CJ CGV VIỆT NAM - CHI NHÁNH CẦN THƠ, CÔNG TY CỔ PHẦN DƯỢC PHẨM TIPHARCO",1909.252588,272.6166666666667
"Functional Sugar, Caramelized, Invert Syrup, Coconut Cooking Cream, Brown Sugar, RS Sugar, RE Sugar","CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI- DƯỢC PHẨM VIỆT NGỌC, CÔNG TY TNHH TRƯỜNG AN PHÚ LONG",223.1986799,25.05
Juice,,132.6846457,42.4
RE Sugar,CÔNG TY TNHH RED BULL (VIỆT NAM),113.549554,33.45
Coconut Cooking Cream,,122.5415548,37.083333333333336
"RS Sugar, RE Sugar, Caramelized, Functional Sugar","CÔNG TY CỔ PHẦN CAO LỢI HƯNG VIỆT NAM, CÔNG TY TNHH MINISTOP VIỆT NAM",105.7108461,34.983333333333334
"RS Sugar, RE Sugar, Functional Sugar, Organic Sugar, Natural Rock, Caramelized, Brown Sugar, Juice, Sugarcane Drinking Water","CÔNG TY TNHH CJ CGV VIỆT NAM - CHI NHÁNH QUẬN 1, CÔNG TY CỔ PHẦN CAFÉ KATINAT, TRUNG TÂM ĐIỀU HÀNH SATRAFOODS, TTTM SATRA ĐƯỜNG PHẠM HÙNG, LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM",95.55012273,53.43333333333333
"Juice, RE Sugar","CÔNG TY TNHH TRƯƠNG QUANG TRUNG, CÔNG TY TNHH CÔNG NGHIỆP THỰC PHẨM PATAYA (VIỆT NAM)",287.8729551,35.8
RE Sugar,,425.5053293,44.233333333333334
RE Sugar,CÔNG TY CP XUẤT NHẬP KHẨU THỰC PHẨM TOÀN CẦU,563.6047512,32.266666666666666
RS Sugar,CÔNG TY TNHH TRẦN QUANG VIỆT NAM,445.1121017,32.55
RE Sugar,CÔNG TY TNHH NESTLE VIỆT NAM,416.8674021,36.15
RE Sugar,CÔNG TY TNHH MTV MASAN HG,191.314708,34.36666666666667
RE Sugar,CÔNG TY TNHH MTV MASAN HG,0.058815082,61.75
RS Sugar,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHIỆP MASAN,428.8349305,58.43333333333333
RE Sugar,,420.1264153,41.81666666666667
RE Sugar (IM),CÔNG TY CỔ PHẦN THƯƠNG MẠI DƯỢC VẬT TƯ Y TẾ KHẢI HÀ,211.7625022,28.55
RE Sugar (IM),CÔNG TY CỔ PHẦN THỰC PHẨM QUỐC TẾ,119.9011128,78.96666666666667
RE Sugar,CÔNG TY TNHH FRIESLANDCAMPINA VIỆT NAM,956.307812,55.766666666666666
RE Sugar,CÔNG TY TNHH FRIESLANDCAMPINA VIỆT NAM,1272.637944,63.666666666666664
RE Sugar (IM),CÔNG TY CỔ PHẦN THỰC PHẨM QUỐC TẾ,59.65679932,32.55
"Brown Sugar, RE Sugar, Monorock","CÔNG TY CỔ PHẦN THỰC PHẨM GN, CÔNG TY TNHH VINA PRIDE SEAFOODS",91.65691237,32.03333333333333
Brown Sugar,CÔNG TY TNHH POUYUEN VIỆT NAM,64.90281427,6.816666666666666
RE Sugar,CÔNG TY CỔ PHẦN UNIBEN,2179.790601,-3860.866666666667
RE Sugar,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÁCH HÓA XANH,35.28534224,5.566666666666666
"RE Sugar, Coconut Cooking Cream","CÔNG TY CỔ PHẦN CHẾ BIẾN THỰC PHẨM HOA SEN, CÔNG TY CỔ PHẦN THƯƠNG MẠI BÁCH HÓA XANH",90.81621853,7.766666666666667
"Brown Sugar, RE Sugar","CÔNG TY TNHH THIÊN BÌNH ANH, CÔNG TY TNHH NUTRITION VIỆT NAM",58.47101181,5.65
RE Sugar,CÔNG TY TNHH NGUYỄN GIA LONG,52.79730446,4.266666666666667
RS Sugar,CÔNG TY TNHH MTV MASAN HG,770.9024844,48.0
RS Sugar,,150.7809114,24.0
RS Sugar,,238.4579466,24.0
RS Sugar,,406.1190708,24.0
RS Sugar,,409.5444932,24.0
RS Sugar,,209.2872788,24.0
RS Sugar,CHI NHÁNH CÔNG TY CỔ PHẦN SỮA QUỐC TẾ LOF - NHÀ MÁY SỮA LOF CỦ CHI,57.68926441,26.85
RE Sugar,CÔNG TY TNHH THỰC PHẨM ORION VINA,98.08817701,33.733333333333334
RE Sugar,CÔNG TY AJINOMOTO VIỆT NAM,139.0191451,33.916666666666664
"RE Sugar, Caramelized, Natural Rock, RS Sugar, Juice, Organic Sugar, Functional Sugar, Brown Sugar","CÔNG TY CỔ PHẦN CHĂN NUÔI C.P VIỆT NAM - CHI NHÁNH ĐÔNG LẠNH BẾN TRE, CÔNG TY TNHH DỊCH VỤ EB",186.3874112,39.03333333333333
"RS Sugar, RE Sugar, Natural Rock, Organic Sugar, Functional Sugar, Brown Sugar, Diet Sugar, Juice, Coconut Cooking Cream, Bar Sugar, Invert Syrup, Monorock, Plant-based Milk","CÔNG TY CỔ PHẦN THỰC PHẨM CJ CẦU TRE- CHI NHÁNH LONG AN, LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM, CHI NHÁNH CÔNG TY TNHH JOLLIBEE VIỆT NAM TẠI CẦN GIUỘC",100.9001634,37.916666666666664
RE Sugar,CÔNG TY CỔ PHẦN ACECOOK VIỆT NAM,499.8501663,36.166666666666664
RS Sugar,CÔNG TY TNHH MỘT THÀNH VIÊN CHẾ BIẾN HẠT ĐIỀU MỸ VIỆT,1040.969193,150.56666666666666
RE Sugar,CÔNG TY TNHH TNI KING COFFEE,2634.608456,182.76666666666668
RE Sugar,CÔNG TY TNHH PURATOS GRAND-PLACE VIỆT NAM,222.4155311,41.93333333333333
RE Sugar,CÔNG TY TNHH FRIESLANDCAMPINA VIỆT NAM,444.8495544,37.63333333333333
RE Sugar,CÔNG TY TNHH NESTLE VIỆT NAM,425.2026316,35.85
RS Sugar,CÔNG TY TNHH TRẦN QUANG VIỆT NAM,441.4429742,32.983333333333334
RS Sugar,CÔNG TY TNHH TRẦN QUANG VIỆT NAM,451.7383825,176.45
"RE Sugar, Functional Sugar, RS Sugar, Brown Sugar, Coconut Cooking Cream, Organic Sugar, Natural Rock","CHI NHÁNH CẦN THƠ - CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE, LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM, CÔNG TY CỔ PHẦN VIỆT NAM FOOD HẬU GIANG",1186.966699,-3876.85
"RE Sugar, Functional Sugar, Diet Sugar, RS Sugar, Juice, Monorock, Coconut Cooking Cream, Organic Sugar",CÔNG TY TNHH DẦU ĂN NGUYÊN PHÁT,12.58884505,11.566666666666666
RS Sugar,CÔNG TY CỔ PHẦN SỮA ĐÀ LẠT,309.313885,34.56666666666667
RE Sugar,,899.5176804,37.983333333333334
RE Sugar,CÔNG TY CỔ PHẦN THỰC PHẨM VÀ NƯỚC GIẢI KHÁT NAM VIỆT,103.3421591,29.766666666666666
RE Sugar,CÔNG TY TNHH URC VIỆT NAM,108.8159293,41.05
RE Sugar,CÔNG TY TNHH URC VIỆT NAM,99.1323544,37.31666666666667
RE Sugar,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ NGỌC HÀ,128.8896183,158.15
RE Sugar,CHI NHÁNH CÔNG TY TNHH NƯỚC GIẢI KHÁT SUNTORY PEPSICO VIỆT NAM TẠI TỈNH BẮC NINH,23.86473132,-18.7
"RS Sugar, RE Sugar","CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT CHÀ BÔNG VIỆT, CÔNG TY TRÁCH NHIỆM HỮU HẠN VINA FOODS KYOEI, CÔNG TY TNHH HOÀNG MINH T&T FOOD",105.4802312,10.166666666666666
RE Sugar,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN SUẤT ĂN HÀNG KHÔNG VIỆT NAM,96.59644097,10.15
Natural Rock,CÔNG TY CP THỰC PHẨM DINH DƯỠNG NUTRINEST,19.77050692,3.033333333333333
RE Sugar,CÔNG TY TNHH CPV FOOD,88.93899858,5.9
"Monorock, RE Sugar, Juice, Organic Sugar, Natural Rock, Functional Sugar, RS Sugar, Plant-based Milk, Brown Sugar, Invert Syrup, Caramelized","CÔNG TY TNHH DỊCH VỤ EB, CÔNG TY CỔ PHẦN TRUNG NGUYÊN FRANCHISING, CÔNG TY CỔ PHẦN SẢN XUẤT – THƯƠNG MẠI NHẬT TÂN",47.55131147,7.266666666666667
"Brown Sugar, RS Sugar, Functional Sugar, Juice, Coconut Cooking Cream, RE Sugar, Monorock",CHI NHÁNH BÌNH DƯƠNG - CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE,82.4660316,9.283333333333333
"Juice, Functional Sugar, RE Sugar, Diet Sugar, Brown Sugar, Coconut Cooking Cream",CÔNG TY TNHH VÒNG TRÒN ĐỎ,46.40446489,8.083333333333334
"Juice, Plant-based Milk, RE Sugar, Invert Syrup, Functional Sugar, Organic Sugar, RS Sugar, Brown Sugar, Caramelized, Diet Sugar, Monorock",CÔNG TY TNHH DỊCH VỤ EB,9.425026826,6.3
RS Sugar,CHI NHÁNH CÔNG TY CỔ PHẦN SỮA QUỐC TẾ LOF - NHÀ MÁY SỮA LOF CỦ CHI,119.5449388,31.916666666666668
"Sugarcane Drinking Water, Juice, Caramelized, RE Sugar",LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM,34.45944326,5.916666666666667
"Brown Sugar, Coconut Cooking Cream, RE Sugar","CÔNG TY TNHH NATURE STORY, CÔNG TY CỔ PHẦN THƯƠNG MẠI BÁCH HÓA XANH",64.99226376,33.516666666666666
"Functional Sugar, Natural Rock, Brown Sugar, RE Sugar, RS Sugar, Juice, Coconut Cooking Cream, Sugarcane Drinking Water, Monorock, Invert Syrup","CÔNG TY CỔ PHẦN TRUNG TÂM THƯƠNG MẠI LOTTE VIỆT NAM - CHI NHÁNH TÂN BÌNH, LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM, CÔNG TY TNHH KAMEREO, CÔNG TY TNHH CJ CGV VIỆT NAM - CHI NHÁNH QUẬN 10, CÔNG TY TNHH THISO RETAIL, CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI NGỌC THÁI, CÔNG TY TNHH DỊCH VỤ EB",0.128027688,28.0
"Coconut Cooking Cream, RE Sugar, Brown Sugar",CÔNG TY CỔ PHẦN THƯƠNG MẠI BÁCH HÓA XANH,1250.335441,-3900.8
RE Sugar,CÔNG TY TNHH MTV MASAN HG,218.8508052,35.416666666666664
RS Sugar,CÔNG TY CỔ PHẦN MONDELEZ KINH ĐÔ VIỆT NAM,631.6594693,61.25
RE Sugar,,1351.523344,57.31666666666667
RE Sugar,CÔNG TY TNHH SẢN XUẤT TRÁI CÂY HÙNG PHÁT,124.100248,34.95
RE Sugar,CÔNG TY TNHH THẾ GIỚI VIỆT,275.0944618,60.35
"Brown Sugar, Coconut Cooking Cream, RE Sugar",CÔNG TY CỔ PHẦN THƯƠNG MẠI BÁCH HÓA XANH,223.1362663,34.6
RE Sugar,CÔNG TY TNHH SX & TM XUẤT NHẬP KHẨU GIŨA MỸ TIẾN,87.65200273,30.65
RS Sugar,CÔNG TY TNHH TRẦN QUANG VIỆT NAM,968.8611447,104.41666666666667
RE Sugar,CÔNG TY CỔ PHẦN THỰC PHẨM VÀ NƯỚC GIẢI KHÁT NAM VIỆT,71.57342683,28.9
RE Sugar,CHI NHÁNH CÔNG TY TNHH THỰC PHẨM ÁNH HỒNG,880.5161854,126.51666666666667
RE Sugar,CÔNG TY CỔ PHẦN LƯƠNG THỰC THỰC PHẨM COLUSA - MILIKET,440.9900275,33.56666666666667
RE Sugar,,106.6795768,28.0
RS Sugar,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHIỆP MASAN,566.2254498,58.733333333333334
RE Sugar (IM),CÔNG TY CỔ PHẦN THỰC PHẨM VÀ NƯỚC GIẢI KHÁT PTT,101.7013504,90.15
"RS Sugar, RE Sugar","CÔNG TY CỔ PHẦN CAO LỢI HƯNG VIỆT NAM, CÔNG TY CỔ PHẦN THỰC PHẨM GN, CÔNG TY CỔ PHẦN DH FOODS - CHI NHÁNH LONG AN",146.8748016,38.18333333333333
RE Sugar,CÔNG TY TNHH MTV MASAN HG,436.1872223,90.15
RE Sugar,,931.6339756,67.01666666666667
RE Sugar,CÔNG TY TNHH PERFETTI VAN MELLE( VIỆT NAM),104.7436872,31.366666666666667
RE Sugar,CÔNG TY TNHH NESTLE VIỆT NAM,1436.45998,103.71666666666667
RE Sugar,CÔNG TY TNHH NESTLE VIỆT NAM,417.2398273,33.666666666666664
RE Sugar,CÔNG TY TNHH NESTLE VIỆT NAM,430.9002889,32.4
RE Sugar,CÔNG TY TNHH THƯƠNG MẠI THỰC PHẨM VÕ NGUYỄN,76.36384135,39.95
RS Sugar,CÔNG TY TNHH FES (VIỆT NAM),167.722651,41.833333333333336
RS Sugar,CÔNG TY TNHH TRẦN QUANG VIỆT NAM,2384.859147,129.6
"Brown Sugar, RE Sugar","CÔNG TY TNHH POUYUEN VIỆT NAM, NGUYỄN THỊ HÒA",52.45909597,7.616666666666666
"Functional Sugar, Natural Rock, RE Sugar",,41.61458534,5.616666666666666
"Brown Sugar, Functional Sugar, Caramelized",,48.81669469,5.85
"Brown Sugar, RE Sugar",CÔNG TY CỔ PHẦN JUST VIỆT,70.48400209,5.916666666666667
"Brown Sugar, Functional Sugar, Organic Sugar, Caramelized, RE Sugar, RS Sugar, Invert Syrup, Coconut Cooking Cream, Monorock, Juice, Natural Rock","LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM, CÔNG TY CỔ PHẦN KING FOOD MARKET",22.24797579,7.566666666666666
RE Sugar,,27.20373816,4.666666666666667
"Organic Sugar, Monorock, Functional Sugar, Brown Sugar, RE Sugar, Diet Sugar, RS Sugar, Coconut Cooking Cream, Juice, Natural Rock","CÔNG TY CỔ PHẦN TRUNG TÂM THƯƠNG MẠI LOTTE VIỆT NAM - CHI NHÁNH NHA TRANG, CÔNG TY CỔ PHẦN THƯƠNG MẠI BÁCH HÓA XANH, CÔNG TY TNHH MINH TUYẾT NHA TRANG, LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM",494.8634229,103.33333333333333
RE Sugar,CÔNG TY TNHH VINA FOODS KYOEI-CHI NHÁNH ĐÀ NẴNG,153.0854476,24.933333333333334
"Organic Sugar, RS Sugar, Natural Rock, RE Sugar, Invert Syrup, Juice, Functional Sugar, Monorock","CÔNG TY TNHH MM MEGA MARKET (VIỆT NAM), CÔNG TY CỔ PHẦN CÔNG NGHỆ SEN ĐỎ, CÔNG TY TNHH THỰC PHẨM & NƯỚC GIẢI KHÁT Ý TƯỞNG VIỆT",70.40748618,17.166666666666668
"Brown Sugar, RE Sugar, Juice, Functional Sugar, Diet Sugar, Monorock, RS Sugar, Invert Syrup, Organic Sugar, Plant-based Milk",CÔNG TY TNHH DỊCH VỤ EB,14.90773277,15.7
"RS Sugar, RE Sugar",CÔNG TY TNHH VIÊN GIA BẢO,13.26882732,10.483333333333333
"Juice, RS Sugar","CÔNG TY TNHH JOYCO RETAIL OPERATIONS, BƯU ĐIỆN TỈNH BÌNH PHƯỚC",92.5248013,12.733333333333333
"Functional Sugar, RS Sugar, RE Sugar","CÔNG TY CỔ PHẦN LƯƠNG THỰC THỰC PHẨM COLUSA - MILIKET, CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN XUYÊN Á MART, CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI BDN",110.1718424,14.316666666666666
"Juice, RE Sugar, RS Sugar","CÔNG TY TNHH CỬA HÀNG TIỆN LỢI GIA ĐÌNH VIỆT NAM, CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VINH NGUYÊN",83.97986678,14.433333333333334
"Brown Sugar, RE Sugar",,43.56137863,11.7
RE Sugar,CÔNG TY CỔ PHẦN VINACAFÉ BIÊN HÒA,15.06089047,16.866666666666667
RE Sugar,CÔNG TY TNHH MTV MASAN HG,1696.395405,-3924.8
RE Sugar,CÔNG TY TNHH MTV MASAN HG,366.1139424,80.06666666666666
RE Sugar,CÔNG TY CỔ PHẦN THỰC PHẨM VÀ NƯỚC GIẢI KHÁT NAM VIỆT,27.31772499,33.03333333333333
RE Sugar,CÔNG TY CỔ PHẦN NƯỚC GIẢI KHÁT SANEST KHÁNH HÒA,108.161945,33.45
"RE Sugar, Brown Sugar, Invert Syrup, Monorock, Coconut Cooking Cream, Juice, Organic Sugar",CÔNG TY TNHH DẦU ĂN NGUYÊN PHÁT,96.43345342,44.65
RS Sugar,"CÔNG TY TRÁCH NHIỆM HỮU HẠN CHẾ BIẾN THỰC PHẨM XUẤT KHẨU VẠN ĐỨC TIỀN GIANG, CÔNG TY TNHH DỊCH VỤ EB",452.6803015,110.43333333333334
RE Sugar,CÔNG TY TNHH PURATOS GRAND-PLACE VIỆT NAM,21.08775805,20.8
RE Sugar,CÔNG TY TNHH MỘT THÀNH VIÊN CHẾ BIẾN THỰC PHẨM THỌ PHÁT,55.90033731,15.416666666666666
RE Sugar,CÔNG TY TNHH NESTLE VIỆT NAM,429.5539898,32.983333333333334
RS Sugar,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MẠI THỰC PHẨM TÂN VĨNH PHÁT,2.139662029,6.083333333333333
"RS Sugar, Organic Sugar, Juice, RE Sugar, Brown Sugar",CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUÂN HƯNG LONG,32.54019258,18.166666666666668
"Brown Sugar, RS Sugar, Monorock, Sugarcane Drinking Water, Coconut Cooking Cream","CÔNG TY TNHH MTV AN VINH HIẾU, CÔNG TY CỔ PHẦN CAO LỢI HƯNG VIỆT NAM",134.4711078,62.25
RE Sugar,,825.8367558,66.33333333333333
RE Sugar,,1257.595505,110.78333333333333
RE Sugar,,512.1376042,60.15
"Juice, Coconut Cooking Cream, Plant-based Milk, Sugarcane Drinking Water",LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM,24.86464392,110.51666666666667
RE Sugar,CÔNG TY TNHH THẾ GIỚI VIỆT,111.5121742,56.15
RE Sugar,CÔNG TY CỔ PHẦN UNIBEN,984.0951646,81.6
RE Sugar,,439.0687089,61.43333333333333
RE Sugar,,406.795325,63.06666666666667
"RE Sugar, RS Sugar","CHI NHÁNH BIÊN HÒA - CÔNG TY CỔ PHẦN CAFÉ KATINAT, CÔNG TY TNHH VIÊN GIA BẢO",12.86644811,3.3
Juice,CÔNG TY TNHH VÒNG TRÒN ĐỎ,32.33039562,3.5
"RS Sugar, Functional Sugar, RE Sugar, Monorock, Brown Sugar","LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM, CÔNG TY TNHH CJ CGV VIỆT NAM – CHI NHÁNH CANARY",32.98360494,6.166666666666667
"Brown Sugar, Functional Sugar, RE Sugar, RS Sugar","CÔNG TY TNHH KAMEREO, CÔNG TY TNHH THƯƠNG MẠI ASIAPHARMACY",65.36941063,5.9
"Organic Sugar, Juice, Sugarcane Drinking Water, Invert Syrup, RE Sugar",LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM,16.29259101,48.0
"Invert Syrup, Juice, Sugarcane Drinking Water, RS Sugar",DOANH NGHIỆP TƯ NHÂN ĐOÀN NGUYÊN,20.9993356,3.8333333333333335
RE Sugar,DOANH NGHIỆP TƯ NHÂN ĐOÀN NGUYÊN,10.93893378,3.4833333333333334
RE Sugar,CÔNG TY AJINOMOTO VIỆT NAM,154.5364525,36.56666666666667
"Functional Sugar, Juice, Invert Syrup, RE Sugar",CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI TOÀN ĐỨC,102.5240632,46.06666666666667
RE Sugar,CÔNG TY TNHH YAKULT VIỆT NAM,911.9720261,56.333333333333336
RE Sugar,CÔNG TY TNHH RED BULL (VIỆT NAM),114.1697929,34.5
RS Sugar,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHIỆP MASAN,17.65104388,13.9
RE Sugar,CÔNG TY AJINOMOTO VIỆT NAM,152.308949,34.583333333333336
RS Sugar,CHI NHÁNH CÔNG TY CỔ PHẦN SỮA QUỐC TẾ LOF - NHÀ MÁY SỮA LOF BÌNH DƯƠNG,84.58991465,38.11666666666667
RE Sugar,,420.1512726,37.38333333333333
RE Sugar,,437.338536,37.833333333333336
"RS Sugar, RE Sugar",CÔNG TY TNHH MM MEGA MARKET (VIỆT NAM),890.462959,128.35
"RS Sugar, Brown Sugar, RE Sugar","CÔNG TY CỔ PHẦN THỰC PHẨM GN, CÔNG TY TNHH CJ FOODS VIỆT NAM - CHI NHÁNH LONG AN, CHI NHÁNH CÔNG TY TNHH JOLLIBEE VIỆT NAM TẠI CẦN GIUỘC",202.5185213,-3996.8
RE Sugar,CÔNG TY TNHH THỰC PHẨM ORION VINA,89.25960602,20.033333333333335
RE Sugar,CÔNG TY TNHH MTV MASAN HG,230.4702224,34.43333333333333
RE Sugar,CÔNG TY TNHH TNI KING COFFEE,447.1616117,38.38333333333333
RE Sugar,CÔNG TY TNHH MỘT THÀNH VIÊN CHẾ BIẾN THỰC PHẨM THỌ PHÁT,66.07998353,38.63333333333333
RS Sugar,CÔNG TY TNHH TRẦN QUANG VIỆT NAM,488.0268761,33.45
