Tên nhóm hàng,Tên NPP,KM GPS có hàng,Thời gian vận chuyển (giờ)
RS Sugar,CÔNG TY CỔ PHẦN THỰC PHẨM QUỐC TẾ,604.7134208,59.55
RE Sugar,,398.4285749,37.46666666666667
RS Sugar (IM),,127.2551739,37.88333333333333
Coconut Cooking Cream,,111.5062761,39.28333333333333
RE Sugar,CÔNG TY TNHH MTV MASAN HG,244.1610274,36.916666666666664
Drinking Water,CÔNG TY CỔ PHẦN CHÈ THÀNH NGỌC,244.309089,56.8
RE Sugar,CÔNG TY TNHH THỦY SẢN HÒA THẮNG,205.757409,35.9
RE Sugar,CHI NHÁNH CÔNG TY TNHH NƯỚC GIẢI KHÁT SUNTORY PEPSICO VIỆT NAM TẠI TỈNH BẮC NINH,48.90068285,-231.8
RS Sugar,CÔNG TY CỔ PHẦN MARICO SOUTH EAST ASIA,0.522949687,7.583333333333333
RS Sugar,NHÀ MÁY BIBICA BIÊN HÒA – CHI NHÁNH CÔNG TY CỔ PHẦN BIBICA,122.8692471,31.283333333333335
"Monorock, Coconut Cooking Cream, RE Sugar","CÔNG TY TRÁCH NHIỆM HỮU HẠN MINH LỪNG, NGƯỜI MUA KHÔNG CUNG CẤP THÔNG TIN, CÔNG TY TNHH KẸO QUE BẢO AN",72.19250997,6.566666666666666
"Brown Sugar, Juice, Functional Sugar, Diet Sugar, Organic Sugar, Natural Rock",,41.84300881,4.5
"Functional Sugar, Drinking Water, RS Sugar, Mineral water",CHI NHÁNH CÔNG TY TNHH DU LỊCH TTC - TTC HOTEL PREMIUM - PHAN THIẾT,167.058657,5.4
"Caramelized, RE Sugar, Natural Rock, Invert Syrup, Functional Sugar, Juice, Brown Sugar, Organic Sugar, Monorock",CÔNG TY CỔ PHẦN KING FOOD MARKET,14.6096487,3.4833333333333334
"RE Sugar, RS Sugar",CÔNG TY TNHH MỘT THÀNH VIÊN N.P.P. HUY HOÀNG,31.34578043,3.966666666666667
RS Sugar,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM,177.7759342,23.983333333333334
RS Sugar,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM,188.4649172,24.0
RS Sugar,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM,105.2307596,18.383333333333333
RS Sugar,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHIỆP MASAN,391.7275047,63.56666666666667
RE Sugar,CÔNG TY TNHH RED BULL (VIỆT NAM),114.582185,39.0
RS Sugar,CÔNG TY TNHH URC VIỆT NAM,68.24714753,37.766666666666666
RE Sugar,CÔNG TY AJINOMOTO VIỆT NAM,149.6906815,33.61666666666667
"RE Sugar, RS Sugar, Functional Sugar, RE Sugar (IM)","CÔNG TY TNHH DỊCH VỤ EB, LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM, CÔNG TY CP CHẾ BIẾN THỰC PHẨM XUẤT KHẨU MIỀN TÂY",936.5385271,-4020.7166666666667
"Sugarcane Drinking Water, Functional Sugar, Monorock, RS Sugar, RE Sugar, Coconut Cooking Cream, Caramelized, Brown Sugar, Invert Syrup, Diet Sugar, Plant-based Milk, Juice","CÔNG TY TNHH MTV MỸ LỢI, CHI NHÁNH MỸ THO - CÔNG TY CỔ PHẦN CAFÉ KATINAT, CÔNG TY TNHH CJ CGV VIỆT NAM - CHI NHÁNH TIỀN GIANG, CÔNG TY TNHH TRƯỜNG AN PHÚ LONG",822.9552026,-4020.733333333333
RS Sugar (IM),,144.0650412,64.21666666666667
RE Sugar,CÔNG TY TNHH MTV MASAN HG,205.1505547,41.666666666666664
"RS Sugar, RE Sugar, Functional Sugar","CÔNG TY CỔ PHẦN CAO LỢI HƯNG VIỆT NAM, CÔNG TY TNHH MINISTOP VIỆT NAM",85.97757153,34.2
RE Sugar,CÔNG TY TNHH FRIESLANDCAMPINA VIỆT NAM,425.3449492,37.88333333333333
"RE Sugar, Monorock, Juice, Brown Sugar, RS Sugar",CÔNG TY TNHH GOLD BTS,15.04323178,15.583333333333334
RE Sugar,CÔNG TY TNHH NESTLE VIỆT NAM,1546.599642,-4020.766666666667
RE Sugar,,424.2969619,42.78333333333333
RE Sugar,CÔNG TY CỔ PHẦN NƯỚC GIẢI KHÁT SANEST KHÁNH HÒA,638.3256946,38.78333333333333
RE Sugar,CÔNG TY TNHH YAKULT VIỆT NAM,104.9532342,38.31666666666667
"RE Sugar (IM), RS Sugar",HỘ KINH DOANH - HẢI DƯƠNG,167.3375542,23.366666666666667
"RE Sugar, Functional Sugar, Invert Syrup, Brown Sugar, Diet Sugar",LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM,33.68160719,11.9
Invert Syrup,CÔNG TY CỔ PHẦN DỊCH VỤ CÀ PHÊ CAO NGUYÊN,94.0111049,23.383333333333333
RE Sugar,CÔNG TY TNHH MTV MASAN HG,205.1847098,35.03333333333333
RE Sugar,,415.2255324,39.65
RE Sugar,CÔNG TY TNHH NESTLE VIỆT NAM,1882.736555,-4020.733333333333
RE Sugar,,475.0150916,43.63333333333333
RE Sugar,CHI NHÁNH CÔNG TY TNHH NƯỚC GIẢI KHÁT SUNTORY PEPSICO VIỆT NAM TẠI TỈNH BẮC NINH,17.44379876,-219.5
RE Sugar,CHI NHÁNH CÔNG TY TNHH NƯỚC GIẢI KHÁT SUNTORY PEPSICO VIỆT NAM TẠI TỈNH BẮC NINH,18.0345316,-176.53333333333333
"RE Sugar, Juice",CÔNG TY TNHH MM MEGA MARKET (VIỆT NAM),27.44612807,6.4
"Functional Sugar, RE Sugar, Juice, Brown Sugar, Caramelized, RS Sugar, Natural Rock",CÔNG TY TNHH DỊCH VỤ EB,33.86036097,4.15
"Functional Sugar, Organic Sugar, RE Sugar, Invert Syrup, Monorock, Natural Rock",CÔNG TY TNHH MM MEGA MARKET (VIỆT NAM),27.52111545,6.566666666666666
RE Sugar,LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM,75.11300142,6.6
"RS Sugar, Brown Sugar, RE Sugar","CÔNG TY TNHH THƯƠNG MẠI THOẠI AN, CÔNG TY TRÁCH NHIỆM HỮU HẠN VINA FOODS KYOEI",97.89684266,9.683333333333334
RE Sugar,CÔNG TY CỔ PHẦN THỰC PHẨM CHOLIMEX,44.9020773,24.116666666666667
"RE Sugar, Organic Sugar, RS Sugar, Brown Sugar, Bar Sugar, Juice, Coconut Cooking Cream, Functional Sugar, Plant-based Milk, Diet Sugar, Natural Rock, Invert Syrup, Monorock, Mineral water, Caramelized, Sugarcane Drinking Water","LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM, CÔNG TY TNHH MINH TUYẾT NHA TRANG, CÔNG TY TNHH THƯƠNG MẠI MINH DƯỢC, CÔNG TY TNHH DU LỊCH TTC, CHI NHÁNH NHA TRANG - CÔNG TY CỔ PHẦN CAFÉ KATINAT",452.2919249,48.733333333333334
RS Sugar,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHIỆP MASAN,401.3518602,58.21666666666667
RE Sugar,CÔNG TY CỔ PHẦN VINACAFÉ BIÊN HÒA,12.70895372,16.366666666666667
RS Sugar,CÔNG TY CỔ PHẦN MONDELEZ KINH ĐÔ VIỆT NAM,660.14533,57.8
RE Sugar,CÔNG TY TNHH FRIESLANDCAMPINA VIỆT NAM,1885.005398,-4040.733333333333
RE Sugar,CÔNG TY TNHH FRIESLANDCAMPINA VIỆT NAM,552.9588476,45.38333333333333
Sugarcane Drinking Water,CÔNG TY CỔ PHẦN CHÈ THÀNH NGỌC,101.2159403,32.9
"Coconut Cooking Cream, Juice, RS Sugar",CÔNG TY TNHH THÁI MỸ HƯƠNG,7.531682997,10.083333333333334
"Monorock, Functional Sugar, RE Sugar, Juice, RS Sugar, Brown Sugar, Invert Syrup, Caramelized, Diet Sugar",CÔNG TY TNHH DẦU ĂN NGUYÊN PHÁT,12.48176333,40.266666666666666
"Functional Sugar, Coconut Cooking Cream, Brown Sugar, RS Sugar, RE Sugar, Invert Syrup, Monorock, Diet Sugar, Natural Rock, Caramelized, Organic Sugar","CÔNG TY CỔ PHẦN TRUNG TÂM THƯƠNG MẠI LOTTE VIỆT NAM - CHI NHÁNH CẦN THƠ, CHI NHÁNH CẦN THƠ - CÔNG TY CỔ PHẦN DỊCH VỤ THƯƠNG MẠI TỔNG HỢP WINCOMMERCE, CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI- DƯỢC PHẨM VIỆT NGỌC, CÔNG TY TNHH DỊCH VỤ EB, HỘ KINH DOANH HƯƠNG SEN",504.523434,-4044.7
RS Sugar,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHIỆP MASAN,357.5475694,57.166666666666664
RE Sugar,CÔNG TY TNHH RED BULL (VIỆT NAM),114.4423841,39.166666666666664
Invert Syrup,CHI NHÁNH CÔNG TY CỔ PHẦN DỊCH VỤ CÀ PHÊ CAO NGUYÊN,36.059131,64.7
RE Sugar,CHI NHÁNH CÔNG TY TNHH NƯỚC GIẢI KHÁT SUNTORY PEPSICO VIỆT NAM TẠI TỈNH BẮC NINH,0.007783645,1.0
RE Sugar,CHI NHÁNH CÔNG TY TNHH NƯỚC GIẢI KHÁT SUNTORY PEPSICO VIỆT NAM TẠI TỈNH BẮC NINH,21.3113485,-173.75
"Coconut Cooking Cream, RE Sugar","NGƯỜI MUA KHÔNG CUNG CẤP THÔNG TIN, CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI KẸO ÁNH DƯƠNG",65.34731562,6.383333333333334
"RE Sugar, Monorock, RS Sugar, Invert Syrup, Brown Sugar","PHÒNG BRAND MARKETING, CÔNG TY TNHH TMDV HẢI VÂN FOOD",38.23936483,5.566666666666666
RE Sugar,CÔNG TY CỔ PHẦN PHÚC LONG HERITAGE,47.45675064,6.8
"Brown Sugar, Organic Sugar, Invert Syrup, RE Sugar, Diet Sugar, Monorock",CÔNG TY TNHH DỊCH VỤ EB,16.31315581,3.5166666666666666
RE Sugar,CÔNG TY CỔ PHẦN THỰC PHẨM CHOLIMEX,36.31770224,51.86666666666667
"Juice, Sugarcane Drinking Water",,48.83326229,20.333333333333332
"Juice, RE Sugar, Monorock",,51.37110974,20.3
"Natural Rock, Invert Syrup, Juice, Coconut Cooking Cream, Diet Sugar, Functional Sugar, RS Sugar, Brown Sugar, Monorock, Organic Sugar","LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM, CÔNG TY TNHH TÂN NHIÊN",148.8254258,20.45
"RE Sugar, Functional Sugar, Brown Sugar, RS Sugar, Organic Sugar, Juice, Diet Sugar, Invert Syrup, Natural Rock, Caramelized, Monorock",CÔNG TY TNHH DỊCH VỤ EB,53.19021346,22.4
"Functional Sugar, RE Sugar, Juice, Caramelized, Invert Syrup, Monorock, RS Sugar, Brown Sugar, Diet Sugar, Organic Sugar, Natural Rock",CÔNG TY TNHH DỊCH VỤ EB,70.73511176,22.216666666666665
"RS Sugar, RE Sugar, Monorock","CHI NHÁNH CÔNG TY TNHH JOLLIBEE VIỆT NAM TẠI CẦN GIUỘC, CÔNG TY CỔ PHẦN THỰC PHẨM GN, CHI NHÁNH TẠI LONG AN - CÔNG TY TNHH QUỐC TẾ COBI",111.0557445,33.9
RS Sugar,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHIỆP MASAN,13.39095279,33.416666666666664
RE Sugar,CÔNG TY TNHH RED BULL (VIỆT NAM),113.9882584,32.56666666666667
"RS Sugar, RE Sugar",CÔNG TY TRÁCH NHIỆM HỮU HẠN RICH PRODUCTS VIỆT NAM,66.06709768,46.0
RS Sugar,CHI NHÁNH CÔNG TY CỔ PHẦN SỮA QUỐC TẾ LOF - NHÀ MÁY SỮA LOF BÌNH DƯƠNG,355.8110593,-4068.6833333333334
RE Sugar,CÔNG TY TNHH MTV MASAN HG,224.6796119,35.35
RS Sugar,CHI NHÁNH CÔNG TY TNHH THỰC PHẨM ÁNH HỒNG,196.5025916,15.333333333333334
RS Sugar,NHÀ MÁY BIBICA BIÊN HÒA – CHI NHÁNH CÔNG TY CỔ PHẦN BIBICA,120.4376442,39.1
RE Sugar,CÔNG TY TNHH PERFETTI VAN MELLE( VIỆT NAM),135.7695589,37.18333333333333
"RS Sugar, RE Sugar","CÔNG TY TNHH MTV TMDV CHẾ BIẾN TP ĐỨC LINH, CÔNG TY CỔ PHẦN SẢN XUẤT THƯƠNG MẠI XUẤT NHẬP KHẨU CÀ PHÊ NAPOLI",942.5688447,-4068.6833333333334
"Natural Rock, Invert Syrup, Diet Sugar, Caramelized, RE Sugar, Brown Sugar, Coconut Cooking Cream, RS Sugar, Juice, Functional Sugar, Sugarcane Drinking Water, Monorock, Organic Sugar, Bar Sugar","CÔNG TY TNHH DỊCH VỤ EB, CÔNG TY TNHH TM BẢO HÂN SA ĐÉC, DOANH NGHIỆP TƯ NHÂN TÂM PHƯỢNG",683.5213494,-4068.65
RS Sugar,CÔNG TY TNHH TRẦN QUANG VIỆT NAM,988.9030269,109.83333333333333
RE Sugar,CÔNG TY TNHH YAKULT VIỆT NAM,441.0745479,38.166666666666664
RE Sugar,CHI NHÁNH CÔNG TY CỔ PHẦN TẬP ĐOÀN TRUNG NGUYÊN - NHÀ MÁY CÀ PHÊ SÀI GÒN,453.5461767,34.71666666666667
RE Sugar (IM),CÔNG TY CỔ PHẦN NOSAFOOD,93.23018905,37.81666666666667
RE Sugar,,735.8897154,55.95
RE Sugar,CÔNG TY CỔ PHẦN THỰC PHẨM VÀ NƯỚC GIẢI KHÁT NAM VIỆT,112.9255976,-4068.7
RE Sugar,CÔNG TY TNHH NESTLÉ VIỆT NAM,333.4243298,33.03333333333333
RE Sugar,CHI NHÁNH CÔNG TY CỔ PHẦN TẬP ĐOÀN TRUNG NGUYÊN - NHÀ MÁY CÀ PHÊ SÀI GÒN,420.9762946,34.8
RS Sugar,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHIỆP MASAN,449.225043,57.56666666666667
RE Sugar,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU BẾN TRE,290.2267283,39.81666666666667
RE Sugar,CÔNG TY CỔ PHẦN NƯỚC GIẢI KHÁT SANEST KHÁNH HÒA,107.2595749,57.666666666666664
"Brown Sugar, RE Sugar","CÔNG TY TNHH POUYUEN VIỆT NAM, CÔNG TY CỔ PHẦN SẢN XUẤT THỰC PHẨM ANH KIM, CÔNG TY CỔ PHẦN D- AROMATICS",101.5438322,9.933333333333334
RE Sugar,CÔNG TY TNHH NHÀ MÁY BIA HEINEKEN VIỆT NAM,47.03749959,28.333333333333332
"Monorock, RS Sugar, RE Sugar",CÔNG TY TNHH VIÊN GIA BẢO,13.61522837,6.016666666666667
"Coconut Cooking Cream, Bar Sugar, Monorock, Diet Sugar, RS Sugar",CÔNG TY TNHH VIÊN GIA BẢO,20.82962759,6.033333333333333
"Juice, Functional Sugar, Brown Sugar, Monorock, Organic Sugar, Diet Sugar, RE Sugar, Natural Rock, Caramelized, RS Sugar, Invert Syrup",CÔNG TY TNHH DỊCH VỤ EB,152.638216,17.666666666666668
RS Sugar,CÔNG TY TNHH PM HOME,98.81208512,15.65
"RE Sugar, Brown Sugar, Organic Sugar, Coconut Cooking Cream","CÔNG TY CỔ PHẦN CAFÉ KATINAT, CÔNG TY TNHH PM HOME",150.2555958,16.75
"Juice, RS Sugar, RE Sugar, Functional Sugar, Brown Sugar","CÔNG TY TNHH DỊCH VỤ EB, CÔNG TY TNHH VIÊN GIA BẢO",59.56915316,27.35
"Organic Sugar, Brown Sugar, RE Sugar, Juice, Diet Sugar, Caramelized, Monorock, Functional Sugar","CÔNG TY CỔ PHẦN TRUNG TÂM THƯƠNG MẠI LOTTE VIỆT NAM - CHI NHÁNH BÌNH DƯƠNG, CÔNG TY TNHH VIÊN GIA BẢO",54.92846841,17.733333333333334
"Juice, RE Sugar","CÔNG TY TRÁCH NHIỆM HỮU HẠN TMDV XĂNG DẦU CHÂU THÀNH, CHI NHÁNH CÔNG TY TNHH HÙNG ÁNH DƯƠNG - HỦ TIẾU MỰC ÔNG GIÀ CA LI, CÔNG TY TNHH DỤ ĐỨC VIỆT NAM",130.1780354,15.383333333333333
RE Sugar,CÔNG TY TNHH MTV MASAN HG,222.9635996,33.833333333333336
RS Sugar,CÔNG TY TNHH THỰC PHẨM ORION VINA,676.048976,86.9
RE Sugar,CÔNG TY TNHH THỰC PHẨM ORION VINA,127.6481491,82.16666666666667
RS Sugar,,644.9734854,76.0
RS Sugar,,584.7988753,76.0
RS Sugar,CHI NHÁNH CÔNG TY TNHH JOLLIBEE VIỆT NAM TẠI CẦN GIUỘC,92.9494239,37.95
"RS Sugar, RE Sugar, Brown Sugar",,56.10704301,28.0
"RE Sugar, RS Sugar","CÔNG TY TNHH TRƯỜNG AN PHÚ LONG, CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT DINH DƯỠNG THỰC PHẨM LFOOD",148.2709432,-4097.1
RE Sugar,CÔNG TY TNHH ROYAL FOODS VIỆT NAM,580.4745232,-4092.65
RE Sugar,CHI NHÁNH CÔNG TY TNHH THỰC PHẨM ÁNH HỒNG,199.152739,-4092.65
RS Sugar,,1114.46957,76.0
RS Sugar,,764.9314693,76.0
RS Sugar,,517.1428233,76.0
RE Sugar,CÔNG TY TNHH MTV NGỌC TUẤN CỬA TÙNG,226.8010254,34.15
RS Sugar,CÔNG TY CỔ PHẦN THỰC PHẨM ĐÔNG LẠNH KIDO,610.9526506,73.33333333333333
RS Sugar,CÔNG TY TNHH TRẦN QUANG VIỆT NAM,433.1806117,33.45
"Brown Sugar, Functional Sugar",HỘ KINH DOANH THỰC PHẨM PHẠM THỊ NGUYỆT,49.25579649,4.066666666666666
"RE Sugar, Brown Sugar, Functional Sugar, Sugarcane Drinking Water, Juice, RS Sugar, Monorock, Coconut Cooking Cream, Caramelized","CÔNG TY TNHH DỊCH VỤ EB, CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI VP, CÔNG TY TRÁCH NHIỆM HỮU HẠN LAM NGỌC",508.5265973,69.26666666666667
"Juice, Coconut Cooking Cream",,120.4623894,52.0
"RS Sugar, Brown Sugar, Coconut Cooking Cream, Caramelized, Functional Sugar, Diet Sugar, Monorock, Organic Sugar, Invert Syrup, Natural Rock, RE Sugar","CÔNG TY TNHH DỊCH VỤ EB, CÔNG TY TNHH MTV HƯNG THUẬN TV",347.3402939,-4116.616666666667
RS Sugar,CÔNG TY TNHH TRẦN QUANG VIỆT NAM,547.3048212,56.78333333333333
RE Sugar,CÔNG TY TNHH XNK DALU SURIMI,164.2285426,42.733333333333334
RS Sugar,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHIỆP MASAN,36.97830042,58.5
RE Sugar,CÔNG TY CỔ PHẦN ACECOOK VIỆT NAM,569.3592236,-4120.033333333334
RE Sugar,CÔNG TY CỔ PHẦN MÁ 6,51.33201243,5.5
RS Sugar,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT CHÀ BÔNG VIỆT,100.5565299,24.0
"RS Sugar, RE Sugar","CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẢN XUẤT CHÀ BÔNG VIỆT, CÔNG TY CỔ PHẦN MÁ 6",79.39812727,5.483333333333333
"Functional Sugar, RS Sugar, RE Sugar, Organic Sugar, Caramelized, Brown Sugar, Monorock",CÔNG TY TNHH DỊCH VỤ EB,74.11575876,6.716666666666667
"RS Sugar, Juice, Organic Sugar, RE Sugar, Sugarcane Drinking Water, Functional Sugar, Natural Rock, Invert Syrup, Brown Sugar","LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM, CÔNG TY TNHH DỊCH VỤ EB",29.67043834,10.1
RE Sugar,CÔNG TY CỔ PHẦN NƯỚC GIẢI KHÁT SANEST KHÁNH HÒA,673.5980915,-4136.8
RE Sugar,CHI NHÁNH CÔNG TY TNHH NƯỚC GIẢI KHÁT SUNTORY PEPSICO VIỆT NAM TẠI TỈNH BẮC NINH,38.68770807,-129.45
RE Sugar,CÔNG TY TNHH NESTLE VIỆT NAM,127.7336973,-3417.1833333333334
RE Sugar,CÔNG TY TNHH NESTLE VIỆT NAM,0.020808112,-3417.133333333333
"Juice, RE Sugar, Invert Syrup, Functional Sugar, RS Sugar, Natural Rock, Coconut Cooking Cream, Brown Sugar, Organic Sugar, Plant-based Milk, Monorock, Caramelized, Diet Sugar","CÔNG TY TNHH DỊCH VỤ EB, LIÊN HIỆP HỢP TÁC XÃ THƯƠNG MẠI TP.HCM, CÔNG TY CỔ PHẦN TRUNG TÂM THƯƠNG MẠI LOTTE VIỆT NAM - CHI NHÁNH NHA TRANG",518.5837205,-3424.1666666666665
"RE Sugar, Natural Rock, Functional Sugar, RS Sugar, Organic Sugar, Monorock","CÔNG TY TNHH DỊCH VỤ EB, CÔNG TY TNHH TRƯỜNG AN PHÚ LONG",226.2611809,-4163.016666666666
"Brown Sugar, Monorock, Functional Sugar, Bar Sugar, RS Sugar, RE Sugar, Coconut Cooking Cream",CÔNG TY TNHH HỮU ĐOÀN,26.24909936,13.183333333333334
"RE Sugar, RS Sugar","CÔNG TY CỔ PHẦN THỰC PHẨM CÁT HẢI, CÔNG TY TNHH KINH LÂM",63.02141593,21.283333333333335
RS Sugar,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHIỆP MASAN,578.2443747,-3421.15
"Plant-based Milk, Juice",,210.7886715,-4172.0
RE Sugar,CÔNG TY TNHH MTV MASAN HG,225.924187,-4166.133333333333
RE Sugar,CÔNG TY TNHH NESTLE VIỆT NAM,435.9329915,-4163.816666666667
RE Sugar,CÔNG TY TNHH FRIESLANDCAMPINA VIỆT NAM,4.411371764,-4160.75
RE Sugar,CÔNG TY CỔ PHẦN NƯỚC GIẢI KHÁT SANEST KHÁNH HÒA,127.0922498,-4165.916666666667
RE Sugar,CÔNG TY TNHH FRIESLANDCAMPINA VIỆT NAM,673.5980915,-4160.8
RE Sugar,CHI NHÁNH CÔNG TY TNHH NƯỚC GIẢI KHÁT SUNTORY PEPSICO VIỆT NAM TẠI ĐỒNG NAI,164.7599381,-4166.866666666667
RE Sugar,CÔNG TY TNHH NESTLE VIỆT NAM,145.9459172,-3417.266666666667
RE Sugar,CÔNG TY TNHH NESTLE VIỆT NAM,52.34310714,-3417.266666666667
RE Sugar (IM),CÔNG TY TNHH SẢN XUẤT & THƯƠNG MẠI CRYSTAL VIỆT NAM,22.4487706,-4160.283333333334
"RE Sugar, RE Sugar (IM)",NGUYỄN MINH HÒA,2.712802902,2.716666666666667
RE Sugar,CÔNG TY TNHH VHEALTHY,19.13844451,4.433333333333334
"Invert Syrup, RS Sugar","CÔNG TY TNHH TMDV HẢI VÂN FOOD, CÔNG TY TNHH THỰC PHẨM LONG PHƯỚC",126.9406284,6.166666666666667
RS Sugar,CÔNG TY TNHH LOTUS HEALTHY FOOD,53.82399674,5.6
"Functional Sugar, Juice, Coconut Cooking Cream, Monorock, Brown Sugar, Invert Syrup",CÔNG TY TNHH TIÊN PHONG 365,69.4777495,4.5
"Brown Sugar, RE Sugar",CÔNG TY TNHH TIÊN PHONG 365,52.69463382,7.466666666666667
RS Sugar,CÔNG TY TNHH PETER NGUYỄN,80.08248656,7.866666666666666
"RE Sugar, Coconut Cooking Cream, Caramelized, Monorock, Organic Sugar, Invert Syrup, Functional Sugar, Natural Rock, Brown Sugar",CÔNG TY CỔ PHẦN KING FOOD MARKET,18.39573268,5.9
"RE Sugar, RS Sugar",CÔNG TY TNHH VIÊN GIA BẢO,16.76105405,-4180.716666666666
